0,"I mean terrorist attacks happen all the time. Sure thousands died, but millions have died
from George. Honestly, it's been almost 10 years and idiots are still whining. 911 did
make a lot of idiot patriot extremists in america, you have to give 911 that. I wish another
terrorist plane attack would happen so that I could go back to europe and back for 3 cents.
Ahh, I remember I was a little kindergartener.. (Could of been 1st grader but I was ""too
young"")"
0,"[Responding to the prompt “If you were a God”:]
As a god, it would be my responsibility not to destroy the universal balance; thus, I am
unable to just appear instantly. I would need to ""convert"" them to being open minded
about other gods and then I will appear. I will give out my 3 main rules:
1.Do not harm any living thing, if you break this rule, I will break your skull.
2.Do not act in violence of any form.
3.Don't be a stuffhead.
I would try to act with any other gods out there, such as if Gaia was real, I would let
her take care of her creations, and her earth. I would let Zeus and Poseidon make the
hurricanes and earthquakes, and I would let Hades rule the energy of darkness.
I would be sure to ""Educate"" them on solar/wind/water powered technology."
0,"I am going to grab a knife and shove it in the neck of my mother. I will then drag her dead
body by the trash can, drain her blood and then finally cut her and grind her up into little
pieces. I will eat some of those pieces and then I will probably barf.. I will throw her body
away in the trash can.. I will then go slaughter sacred animals to appease the gods.
HAIL SATAN
..I am agnostic, not satanist.."
0,"I will rape your hot lovey sister and then strangle her with her own hair. Then I will sneak
into your parent's room and slaughter them.. I will slowly walk to your room holding my
blood thirsty knife in my right hand.. I walk into your room when I see that you're making
out with yourself.. I will grab you, tie you to your bed with your own hair, and super glue
it shut.
My blood thirsty crave is not over..
I finally rip your hair out and you experience excruciating pain.. So painful that you
scream and scream.. But it can't stop! I ripped out the skin of your head, blood is drooping
everywhere.. Finally I pluck your eyes right out with my knife and throw them down..
I then cut your neck off and the arms and legs.. Only the torso remains.. I cut off the
genitals and I stab the stomach repeatedly.. I finally finish off by ripping out your heart
and consuming it..
Nah, jk."
0,"""IWILLNEVERLETYOUFORGETABOUTME"""
0,"Rule 11 : Be nice to nerds. Chances are you'll end up working for one.
Start being nice to me, or I will not hire you all. All of those idiots who have messed up
my life in the past, I will hire them for a day, and then fire them."
0,"2005.. Age 9.. I was playing sm64ds when I lost the level. I went AGK on my ds, threw it
extremely hard at a wall and broke it..
2005 Age 9.. After recieving my ds again, a day later, I got pissed again and ripped the
upper half of the DS off..
2005 Age 9.. I got my DS Again, but when playing Pokemon, lost and threw it right at the
wall again..
The 2005 ones are true.. I had a very bad anger problem.
2009.. Age 13.. After getting another DS, threw it right at the TV and said ""How's that""?"
0,"Look guys I just smoked an entire $500 worth bag of OG Kush so It's hard to hate you. I
love furries, gays, jews, al-queda, and america.
●irl● teenage kid with no friends who hates everything and wants to shoot up his school
but is too week to fire a gun and my parents are annyoing but will financially supply me
for the next 30 years i love to hate and fart a lot making my room smell remnicsant of
cheese and boiled eggs
^ All trolls except me."
0,"Don't play WoW. It turned my brother into a basement dweller and now he's doing weed.
He's 24, works at a convenience store and dropped out of high school. MMOs are just the
same as Heroin and will destroy not only your body, but your mind."
0,"I support interesting people and I hope to be internet famous one day.
In short, I'm a hypocritical weeaboo in denial troll who has been cursed into an endless
state of constant boredom which has driven me to depression and anger."
0,"The shortest I can describe trolls: Trolls are basically young teenagers who 'bully' online
to get a raise because they have a personality disorder and want to cover up the hole that
real bullies left in their emotion."
0,"[Responding to the prompt “If you could kill any video game character”:]
I would kill Tidus and the methods of doing this may offend many of you.
I would start off by crusifying him and leaving him without food for a total of three
days, afterwards I would force him to eat rats. I would apply 1,000 small cuts throughout
his body and dip him in a tub of Hydrogen Peroxide. Afterwards, I would recut the wounds and apply a scorpion's sting to 30 of them over a time period of 2 hours after
which I would nurse his health a tad. Next, I would rip his nails out and pour bleach and
ammonia on them while making sure he doesn't inhale any. I would shoot him in his
knee with a crossbow and since I'm an honorable man I would make this the last of his
punishment. A quick sword blow to his chest and a large + incision to his belly would do
the trick.
I would leave him in pain for the remainder of his very short life to allow him to reflect on
his personality."
0,"[Responding to the prompt “What's your zombie plan?”:]
Jack a gun and shoot myself in the head"
0,"Every personality disorder test I take I usually end up getting over half of them at a severe
level and I'm being honest most of the time."
0,"Hey, I'm eldigato. In short, I am a psychopath dedicated to the art of destruction. In my
years of minecraft, I have always aimed to make interesting stories. I have always done my
deeds solo and for that reason they never reached the peak I had hoped for. That is why I
have registered here today.. In hopes that I can work with people with similar intentions
and cause many great calamities.
Resume
Griefing: I like to take my time in order to cause the most damage, but I have attacked
many servers with a hit-and-run style of disruption before and caused massive amounts of
damage. I would like to say that my best griefing attack was the Scattered Space incident,
although the damage wasn't intense compared to most of my attacks on servers, I stirred
up plenty of drama in their community.
Cooperation: I would like to think myself as that of a rogue in many situations, but I have
shown to be able to work with others. Considering our personalities, I don't think I would
have any troubles with group raiding.
Admins: I can bullshit my way out of things, but I am a honest man. If I focus, I can have
a silver tounge that avoids truthfulness.
I hope that this information is enough to provide and I hope in the future I can infest the
world one day."
0,"[A chat with a friend; “eldigato” is Atchison]
[EC] Breen, SKYMARSHALL IS SPY: if you want to shoot up a bronycon
[EC] Breen, SKYMARSHALL IS SPY: save the last bullet for yourself
eldigato: no shit
eldigato: look at columbine
eldigato: but I need GUN ideas
eldigato: something great for crown destruction
[EC] Breen, SKYMARSHALL IS SPY: but seriously don't do it
eldigato: by just one man.
eldigato: http://www.youtube.com/watch?v=PxtD7trjFz8
eldigato: I'm going to anyways.
[EC] Breen, SKYMARSHALL IS SPY: fucking hell
eldigato: I have been exposed to too much truths in the world.
[EC] Breen, SKYMARSHALL IS SPY: i think i might need to call the police
eldigato: WBC, White house, Bronycon..
eldigato: hmm..
eldigato: My former school
eldigato: but then again they're going to die from car crashes and alcohol anyways
eldigato: no need
eldigato: but hmm..
eldigato: WBC has some morals.. White house <--- Ultimate target but not the true evil
eldigato: just the Masked evil puppet ; the figurehead
eldigato: if I want to actually do justice I'd be tortured even though it's an international
crime
eldigato: hmm..
eldigato: Bronies are.. weird..
eldigato: but truth is our populace of the world is going to destroy us horribly.
[EC] Breen, SKYMARSHALL IS SPY: so are many other people in this world
eldigato: the new wave of being gay is nature's way of stopping that..
eldigato: i hate it..
eldigato: but it's required..
eldigato: I must fight..
eldigato: But I don't know who needs it the most..
eldigato: And I'm a legendary.. I'm a one in a billion..
eldigato: Only a dozen others have progressed as powerfully as I have spiritually..
eldigato: We are well and beyond even the most humble guru..
[EC] Breen, SKYMARSHALL IS SPY: http://gifrinth.com/vocabulary/1292136800497.png
[EC] Breen, SKYMARSHALL IS SPY: dude
[EC] Breen, SKYMARSHALL IS SPY: you need help
eldigato: The world is ..
eldigato: Truly .. Doomed..
eldigato: I seem to be the only one actually dedicated to what I stand for.
eldigato: You have let ""Morals"" corrupt you..
eldigato: Bronies, furries..
eldigato: Republicans, liberals..
eldigato: Those with weak power intellectually..
eldigato: tainted with their instincts
[EC] Breen, SKYMARSHALL IS SPY: i hope you're trolling now
[EC] Breen, SKYMARSHALL IS SPY: because i'm scared
eldigato: of murder, genocide, manipulation, deception, torture, cruelty, and faggotry..
eldigato: all of them need to die..
[EC] Breen, SKYMARSHALL IS SPY: jesus tittyfucking christ
eldigato: Truly good people try to change the world..
eldigato: They get called the fags.
eldigato: They get silenced..
eldigato: Even Killed.
eldigato: They ultimately barely even drop an ounce of water in a lake..
eldigato: I'll fucking destroy and re build the world.
eldigato: In my image; In a truly american image
eldigato: where all thought may be free
eldigato: where all action whether it be dark or light may be actionable
eldigato: But..
eldigato: Where being evil will be so difficult, that the culprits be destroyed as fast as
bronies flood the internet.

eldigato: I will probably fail.
[EC] Breen, SKYMARSHALL IS SPY: i'm scared, seriously
[EC] Breen, SKYMARSHALL IS SPY: I HOPE you're trolling
eldigato: I'm not.
eldigato: I thought my men would have followed my idealism.
eldigato: It's what we truly stand for.
eldigato: What the world truly needs.
eldigato: You don't have as much comprehension as I do!
eldigato: You don't understand what the fuck we're fighting against.
eldigato: It's just the tip of the iceburg.
eldigato: And that iceburg needs to melt 44% in 30 years lol like the uhh
eldigato: arctic caps
eldigato: well melt to 44% it's size I mean
eldigato: lol noone is seriously caring
eldigato: oh boy I love how any intelligent people are sileneced so carefully.
eldigato: The US is masterfully manipulative.
eldigato: I could speak as loud as possible
eldigato: THousands along with me
eldigato: they'd destroy my traces without even laying a finger
eldigato: Then again, it helps when your country is infested with life forms with
intelligence roughly 1/500th as powerful as any of us.
[EC] Breen, SKYMARSHALL IS SPY: like people who watch fox news?
eldigato: Precisely.
eldigato: Rednecks; white trash
eldigato: THey are america.
eldigato: And they are the cancer that has plagued america.
eldigato: And my family has served hundreds of years to our broad land.
eldigato: and I will not let it be for nothing.
[EC] Breen, SKYMARSHALL IS SPY: i guess you want to be the chemo
eldigato: That is why I will be the hero of my people.
[EC] Breen, SKYMARSHALL IS SPY: i want to fukken save this chatlog to a word
document
eldigato: My words tend to have that effect on people.
[EC] Breen, SKYMARSHALL IS SPY: shit, i gotta go eat
eldigato: hahahahahahahahaahahah
eldigato: what do you think of my words"
0,"I would cut as many veins in his neck as I could, avoiding his jugular."
0,"My guilty pleasure is probably DMT, but it's ok since it's amazingly god."
0,"My dream job would have to involve synthesizing pure LSD legally and selling it to the
right kind of people who wouldn't abuse it."
0,"I will be living in a basement pretty soon, once I'm finished moving in with my bro."
0,"I played this game while on marijuana, LSD, Salvia, and Shrooms. I can honestly say that
once you're experienced with the types, you can handle it, as long as you have a sitter to
help calm you down when creepy stuff happens."
0,"If all of the internet went out, people would go psycho and kill eachother and hang
mutilated corpses from their town's bridges."
0,"[Responding to the prompt “If you had a chance to commit an act of kindness to the world, what
would you do?”:]
I'd go back in time and stop a lot of the school shootings such as Columbine or V-Tech by
being a positive influence spreading hope in the minds of the shooters and keep them on
a path of enlightenment
or more realistically, I'd clean up trash around my town (which I already do) and volunteer
at places. Oh, and befriend the lonely or friendless kids at school."
0,"[Responding to the prompt “What are you doing to advance yourself?”:]
Dropping out of High School in order to just study a GED book my SCI teacher gave me
and take the test when I feel ready and then move onto college, while working on fixing
myself and learning how to be happy for once, and overcoming a tobacco addiction."
0,"[Responding to the prompt “What gets on your nerves?”:]
14 year old boys, people who say they're nerd to be cool, 'nerds' and 'geeks' whose favorite
star wars movies are I, II, or III, cats, friends parents, parents, peers, adults, demons and
ghosts, viruses, aliens, illegal aliens, rednecks, people who capitalize the beginning of
every word of their sentences, people who talk on and on and still think you're listening
even though you're in another room, people who yell, republicans, liberals, annoying gay
people, stoners 18- who smoke crap and ***** and moan at you about their 'chronic' crap
24/7 and try to be super cool, mental illness, living with depression, matrixing, abandoned
houses, 5:07, columbine, food impurities, stupid or evil cultures, people with UAAS
(uptight arrogant ******* syndrome), kids who think they're 90s kids even though they
were 90s toddlers at best and nowadays are really 90s infants, drunk people, fat bosses,
isolation, having a long distance brolationship."
0,I got suspended from school for a week in april for wearing a black duster.
0,"July 26th, 2012
In my dream, I went into a bizarre dimension with blue spots in terrain, Rocky Black and
grey terrain, and a cloudy black sky. I didn't see the sky, but out of nowhere, a powerful
being appeared to me, and the sky had a thin plate of volcanic, powerful orange (gaseous
like) material. The being spoke to me words with power, which I can't really recall. In my
next dream, I was awake, in my bed, and there was an alien there. I was being hooked
with wires to my brain, sort of feeding me information. It was feeding me dreams within
my own dream, kind of like inception. In this dream thing, I was studying the possible
amount of dreams. There was a chart, like the audacity ogg vorbis specs one. There was a
limit to dreams and personality, according to the info.
The info I remember is:
Personality: 136,742
Dreams: 144 million or more (relative to your body? Or could it be more?)
There was another dream about school. See, last year, I dropped back in after dropping
out from absolute f'ing hell. I usually saw this poor bloke while passing to the next
class. Probably 14 or 15, but he barely did anything to warrant any bullying, yet he got so
much ♥♥♥♥ for everything. I've probably interacted with the kid 3 times; the 1st was seeing some of my friends trying to cheer him up, the 2nd was seeing him get ♥♥♥♥ed
with by some jock idiots, in which I pulled a knife on them and intimidated them into
leaving, and the 3rd was where he had this delicate science project, so I basically daunted
the idiots in the middle of the hallway into getting to class and made sure that this kid's
project wasn't ruined by D-bags.
In my thoughts, I could just see myself at an earlier age in the kid. So, the dream directed
my mind into the social 'chart' of the kid and the students in general, in which I just kind
of got a broader social look in people; i.e. being able to 'put myself into other people's
shoes'. I worked and thought and came up with a moral that I really need to reach that kid
and prevent anything bad from happening, because I don't want someone to have to deal
with the mentality that can develop from that.
The dream flashed to another dream, which was a type of mind probe in a way. I just felt
like I was being read. I was having to face my own flaws in a very disturbing and hostile
state of REM.
I kind of woke up and still felt the alien type thing (Probably caused from human natural
DMT from last sentence) glaring at me. It kind of had that 'snobby' or arrogant type of
personality seen from some reports of aliens. While I woke up, that thing kind of faded
off probably due to the release of DMT stopping.
Just for reference, I haven't done DMT or LSD. I've been clean from any type of drug
(Tobacco / Alcohol / weed) for 3 months before that dream."
0,My psychiatrist told me I need to look on the bright side of things..
0,"Only 30% of the global population is capable of having any control over anyone. Of which,
only 30% are deserving of having any of it at all, of which, only 10% should actually have
the power."
0,"[Responding to the prompt “What medical problem/disorders do you have?”:]
Major Depression, inability to feel joy, intense levels of sadistic desire and various
addictions to substances"
0,"It's an autisk
it will bite you and infect you with autism and the only way to cure yourself is to stop
playing building games for a year."
0,"I am in the top 3% of my shit redneck school, but that really isn't an accomplishment.."
0,Stuff I want for my birthday 30 arbys sandwitches that is all!
0,"AK > M16/4
at least my AK will kill what I shoot
and wont jam on me
or need special cleaning
Also remember that guns are LOUD AS FUCK
a shotgun blast without hearing protection could make you permanently deaf.
even a .22 is loud enough to be heard for a 1km radius at least.
Guns are extremely loud, extremely deadly and need to be respected.
A suppressed gun is still loud. Only an Oil Filter + .22 subsonic will be truly 'silenced'."
0,child soldiers are cool i wish i coulda been one
0,"I think the college system and american society needs a massive change. I don't see the
point in dishing out $30k a year just to get into college, only for most people to either
drop out or get a useless degree, or something they're not entirely interested in.
I don't think everything should be free, but there's one thing that absolutely must be-
Education. Primary and Secondary school is free for students, which is excellent because
every human deserves the chance and the right to be educated.
Yet in college, most the time it's going into a huge room with a hundred other students,
taking notes of what the professor says, and then studying your ass off to try to actually
pass the class. A lot of times, the teachers aren't even good at teaching in the first place.
Yet in Elementary ~ High, you have teachers working their ass off, helping each student at
the rise of a hand.
So normally school only costs tax payers. You get all the help you need for free, during
class. You can fuck up all you want.
College, you pay a FUCKLOAD of $$$ for, get shitty teachers, have to do everything
yourself, and have a low chance of success.
In america, College is Bullshit!"
0,"I can't believe it's been 8 whole years since then.. Most of 2007 didn't go too well for me
either, but when I went back to school late that year it was like post-columbine all over
again."
0,"A massive amount of americans are depressed for a lot of reasons. Lousy enviornment,
few friends, bad or nonexistent family members, singleness, bullying, harassment, stress,
taxes, poverty, etc.
Compared to a lot of countries, much of the US is a third world country in comparison.
It's a shame."
0,"There are no gods in this world, my friend. It's a shitty thing to say, but you have to help
yourself- most people do not care about you. Good people have always been a minority."
0,"Women should not be allowed to enter into the military or government, nor should they
be allowed to vote. They should be demoted to sex objects to be sold by their fathers to all
genetically superior people – intellectuals"
0,"the autists like Elliot Rodger and Adam Lanza were pretty
entertaining. You should turn those youth to the dark side and have them
feed the demons in their heads more blood."
0,"Girls ask to be treated preferentailly, and say they want prince charming who will act as if
she was a princess or queen -
then ignores the prince and goes and fucks 3 other people instead, quickly settling for a
meth-head roidmonkey biker.
Nice guys need to learn to ignore what women say. Benevolence, Politeness and
selflessness are very admirable traits, but most women have barely evolved.
Make a subconscious effort to be a leader; to be dominant. Reward them for good
behavior, make them reliant on you. That is the only way to get anywhere with them 95%
of the time.
In the even that you find a real woman (which is very uncommon in america) then hold
onto her and never let her go."
0,"We will not be ready for alien contact until the following goals are able to be reached and
held as a basic standard for all human life -
Affordable access to clean and pure Food, Water, Shelter, Health Care, Job Opportunities,
Free Education at all levels.
No wars.
Less than 10,000 homicides a year (for the entire world)
A Type-1 Civilization
Average IQ of 115.
All abrahamic religions nearly dead.
Little terrorism / extremism
Democratic and pure governments and societies
It's going to be a few more generations until we even reach half these goals lol"
0,"We need WW3 already. It is the only way for our species to survive.
Kick natural selection up to the max and allow only the smartest and strongest to live,
as all of these degenerates meet a brutal, well-deserved death. They are nothing but
parasites, draining massive amounts of resources and contributing nothing to this world.
Put women in their place instead of allowing them to pursue their nature. We have
generations of feral women who are only trained to see themselves as 10/10 princesses.
Then make it so only people with triple-didget IQs can breed. Maybe... only people
with STEM education can have kids. This will keep the world population at a stable
1,000,000,000 maximum and allow every human being to live a high-quality life, free from
much corruption.
Put intellectuals in charge of the world instead of degenerates and rich douchebags."
0,"Mass murder is the purity and cleansing of a corrupt degenerate genepool.
Marc Lepine is a hero."
0,"Sex between an unmarried man and woman - I think saving yourself (whatever gender
you are) until marraige is stupid not because I'm against the idea of loyalty, but because
once you get married, the sex stops. Marriage is a scam and 80% of divorces are made
by women. I hate the idea of sexual casualization. If you're gonna bone someone make
sure it's during a relationship. I think that's a reasonable, non-extremist and level-headed
opinion..
Divorce
The effects of divorce are extensive and cause a lot of conflict on families. Elliot Rodger
dealt with family divorce. Same with adam lanza. And btw 80% of divorces are initiated
by women. They don't marry for love, they just marry for alimony and taking all our stuff.
HAHAHAHAHAHAHA so much for feminism.
Having a baby outside of marriage
You should only have a baby if you're married, and only after you've given it plenty of time
that you have good faith that it'll work out.
Gay or lesbian relations
LOL. Look if they're annoying or tumblr feminazis - extremists than I hate those people
too but who gives a fuck what LGBT people do? You're just in the closet when all you
think about is gay people dude.
Medical research using stem cells from human embryos
Let's hold back scientific and technological progress!
Pornography
I love porn to an extent but between mormon idiocy of banning porn and liberal
degeneracy like San francisco I think being in the middle of that debate is the only logical
thing you can do.
Access to porn decreases rape. But at the same time most porn is messed up nowadays.
Suicide
Suicide is society's fault. We're a corrupt, morally bankrupt and savage society which
produces 15,000 gun homicides a year, countless acts of mass murder and like 30~50,000
suicides / yr as well.
Cloning Humans
LOL really?"
0,"Tattoos, piercing, self-harm, anything that permanently alters your body for 'expression' is
stupid and pointless."
0,"Women say they want intelligent, friendly, supportive and sophisticated guys. So instead
of fucking the nerds they always go for some dumbass roidmonkey jackass with mountain dew shirts and trucker hats then wonder why she gets abused, rammed and discarded.
They don't deserve jack shit. At this point we should go back to making them nothing
more than property. They had their chance to take care of themselves and look where they
ended up. HAHAHAHAHAHA"
0,"""Hand to hand.. it is the basis of all combat.""
""Only a fool trusts his life to a weapon."""
